11/25/21 20:22:15,766,25.314,29.681
11/25/21 20:22:20,763,24.849,30.292
11/25/21 20:22:24,761,24.641,30.751
11/25/21 20:22:29,756,24.361,31.221
11/25/21 20:22:34,757,24.144,31.56
11/25/21 20:22:38,755,23.92,31.952
11/25/21 20:22:43,755,23.744,32.32
11/25/21 20:22:48,752,23.565,32.593
11/25/21 20:22:52,751,23.389,32.967
11/25/21 20:22:57,751,23.242,33.188
11/25/21 20:23:02,751,23.095,33.485
11/25/21 20:23:06,751,22.97,33.748
11/25/21 20:23:11,751,22.823,33.923
11/25/21 20:23:16,751,22.689,34.166
11/25/21 20:23:20,751,22.585,34.348
11/25/21 20:23:26,752,22.484,34.477
11/25/21 20:23:30,751,22.387,34.631
11/25/21 20:23:35,751,22.305,34.804
11/25/21 20:23:40,751,22.235,34.973
11/25/21 20:23:44,750,22.158,35.17
11/25/21 20:23:49,750,22.091,35.289
11/25/21 20:23:54,750,22.046,35.3
11/25/21 20:23:58,749,21.979,35.449
11/25/21 20:24:03,749,21.92,35.484
11/25/21 20:24:08,750,21.885,35.558
11/25/21 20:24:12,750,21.832,35.677
11/25/21 20:24:17,750,21.805,35.706
11/25/21 20:24:22,750,21.781,35.812
11/25/21 20:24:26,750,21.706,35.847
11/25/21 20:24:31,750,21.722,35.88
11/25/21 20:24:36,751,21.677,35.934
11/25/21 20:24:40,751,21.65,36.057
11/25/21 20:24:46,750,21.621,36.018
11/25/21 20:24:51,750,21.597,36.023
11/25/21 20:24:55,750,21.554,36.124
11/25/21 20:25:00,749,21.533,36.186
11/25/21 20:25:05,750,21.517,36.238
11/25/21 20:25:09,751,21.512,36.299
11/25/21 20:25:14,751,21.485,36.267
11/25/21 20:25:19,750,21.485,36.34
11/25/21 20:25:23,750,21.471,36.418
11/25/21 20:25:28,750,21.447,36.403
11/25/21 20:25:33,750,21.423,36.459
11/25/21 20:25:37,749,21.423,36.459
11/25/21 20:25:42,749,21.399,36.485
11/25/21 20:25:46,749,21.399,36.475
11/25/21 20:25:51,749,21.391,36.574
11/25/21 20:25:56,749,21.378,36.443
11/25/21 20:26:00,749,21.394,36.516
11/25/21 20:26:06,750,21.367,36.559
11/25/21 20:26:11,750,21.354,36.542
11/25/21 20:26:15,750,21.346,36.557
11/25/21 20:26:20,751,21.338,36.563
11/25/21 20:26:25,750,21.343,36.531
11/25/21 20:26:29,750,21.333,36.594
11/25/21 20:26:34,750,21.322,36.604
11/25/21 20:26:39,750,21.322,36.636
11/25/21 20:26:43,751,21.327,36.626
11/25/21 20:26:48,751,21.314,36.61
11/25/21 20:26:53,751,21.306,36.604
11/25/21 20:26:57,751,21.325,36.621
11/25/21 20:27:02,750,21.317,36.604
11/25/21 20:27:07,751,21.322,36.636
11/25/21 20:27:11,752,21.303,36.62
11/25/21 20:27:16,751,21.319,36.578
11/25/21 20:27:21,752,21.33,36.61
11/25/21 20:27:26,752,21.306,36.604
11/25/21 20:27:31,753,21.303,36.63
11/25/21 20:27:36,752,21.298,36.652
11/25/21 20:27:40,751,21.301,36.636
11/25/21 20:27:45,751,21.277,36.662
11/25/21 20:27:50,751,21.327,36.647
11/25/21 20:27:54,751,21.287,36.662
11/25/21 20:27:59,752,21.277,36.705
11/25/21 20:28:04,751,21.303,36.684
11/25/21 20:28:08,752,21.287,36.662
11/25/21 20:28:13,752,21.295,36.636
11/25/21 20:28:17,751,21.277,36.684
11/25/21 20:28:22,751,21.277,36.662
11/25/21 20:28:27,751,21.293,36.641
11/25/21 20:28:31,752,21.298,36.705
11/25/21 20:28:36,752,21.282,36.652
11/25/21 20:28:41,752,21.285,36.604
11/25/21 20:28:45,752,21.29,36.636
11/25/21 20:28:51,752,21.287,36.673
11/25/21 20:28:56,752,21.327,36.699
11/25/21 20:29:00,751,21.285,36.636
11/25/21 20:29:05,751,21.279,36.699
11/25/21 20:29:10,752,21.277,36.725
11/25/21 20:29:14,752,21.29,36.699
11/25/21 20:29:19,752,21.271,36.725
11/25/21 20:29:24,753,21.279,36.678
11/25/21 20:29:28,752,21.261,36.684
11/25/21 20:29:33,753,21.261,36.703
11/25/21 20:29:38,754,21.245,36.778
11/25/21 20:29:42,754,21.25,36.746
11/25/21 20:29:47,754,21.231,36.763
11/25/21 20:29:52,753,21.228,36.736
11/25/21 20:29:56,754,21.223,36.853
11/25/21 20:30:01,754,21.245,36.864
11/25/21 20:30:06,755,21.223,36.905
11/25/21 20:30:10,754,21.218,36.905
11/25/21 20:30:16,754,21.242,36.879
11/25/21 20:30:21,754,21.236,36.89
11/25/21 20:30:25,754,21.25,36.778
11/25/21 20:30:30,753,21.247,36.804
11/25/21 20:30:35,753,21.253,36.774
11/25/21 20:30:39,753,21.236,36.763
11/25/21 20:30:44,754,21.25,36.768
11/25/21 20:30:49,755,21.253,36.804
11/25/21 20:30:53,755,21.223,36.821
11/25/21 20:30:58,754,21.226,36.847
11/25/21 20:31:03,754,21.202,36.821
11/25/21 20:31:07,754,21.218,36.894
11/25/21 20:31:12,754,21.218,36.853
11/25/21 20:31:17,755,21.234,36.832
11/25/21 20:31:21,756,21.231,36.836
11/25/21 20:31:26,756,21.228,36.789
11/25/21 20:31:30,756,21.207,36.842
11/25/21 20:31:35,757,21.175,36.926
11/25/21 20:31:41,759,21.207,36.98
11/25/21 20:31:45,759,21.207,37.044
11/25/21 20:31:50,760,21.188,37.038
11/25/21 20:31:55,761,21.204,37.027
11/25/21 20:31:59,761,21.212,37.012
11/25/21 20:32:04,760,21.188,37.038
11/25/21 20:32:09,761,21.178,37.039
11/25/21 20:32:13,761,21.178,36.975
11/25/21 20:32:18,760,21.138,37.044
